TOP.69edfd87.0005053d	START
TOP.69ee2852.000e31ab	user_options->username	0
TOP.69ee2852.000e31ab	user_options->veracrypt_pim_start	485
TOP.69ee2852.000e31ab	user_options->veracrypt_pim_stop	485
TOP.69ee2852.000e31ab	user_options->version	0
TOP.69ee2852.000e31ab	user_options->workload_profile	2
TOP.69ee2852.000e31ab	user_options->brain_client	0
TOP.69ee2852.000e31ab	user_options->brain_client_features	2
TOP.69ee2852.000e31ab	user_options->brain_server	0
TOP.69ee2852.000e31ab	user_options->brain_server_timer	300
TOP.69ee2852.000e31ab	user_options->brain_port	6863
TOP.69ee2852.000e31ab	user_options->brain_session	0
TOP.69ee2852.000e31ab	proc_start	1777215570
TOP.69ee2852.000e31ab	proc_stop	1777215572
TOP.69ee2852.000e31ab	STOP
TOP.69ee46cb.0008023a	START
TOP.69ee46cb.0008023a	folder_config->cwd	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\tools\hashcat
TOP.69ee46cb.0008023a	folder_config->install_dir	.
TOP.69ee46cb.0008023a	folder_config->profile_dir	.
TOP.69ee46cb.0008023a	folder_config->session_dir	.
TOP.69ee46cb.0008023a	folder_config->shared_dir	.
TOP.69ee46cb.0008023a	user_options->encoding_from	utf-8
TOP.69ee46cb.0008023a	user_options->encoding_to	utf-8
TOP.69ee46cb.0008023a	user_options->outfile	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\reports\hashcat_output\cracked_20260426_223930.txt
TOP.69ee46cb.0008023a	user_options->rule_buf_l	:
TOP.69ee46cb.0008023a	user_options->rule_buf_r	:
TOP.69ee46cb.0008023a	user_options->session	hashcat
TOP.69ee46cb.0008023a	user_options->separator	:
TOP.69ee46cb.0008023a	user_options->limit	0
TOP.69ee46cb.0008023a	user_options->skip	0
TOP.69ee46cb.0008023a	user_options->attack_mode	0
TOP.69ee46cb.0008023a	user_options->backend_devices_virtmulti	1
TOP.69ee46cb.0008023a	user_options->backend_devices_virthost	1
TOP.69ee46cb.0008023a	user_options->backend_devices_keepfree	0
TOP.69ee46cb.0008023a	user_options->benchmark	0
TOP.69ee46cb.0008023a	user_options->benchmark_all	0
TOP.69ee46cb.0008023a	user_options->benchmark_max	99999
TOP.69ee46cb.0008023a	user_options->benchmark_min	0
TOP.69ee46cb.0008023a	user_options->bitmap_max	18
TOP.69ee46cb.0008023a	user_options->bitmap_min	16
TOP.69ee46cb.0008023a	user_options->debug_mode	0
TOP.69ee46cb.0008023a	user_options->dynamic_x	0
TOP.69ee46cb.0008023a	user_options->hash_info	0
TOP.69ee46cb.0008023a	user_options->force	1
TOP.69ee46cb.0008023a	user_options->hwmon	1
TOP.69ee46cb.0008023a	user_options->hwmon_temp_abort	90
TOP.69ee46cb.0008023a	user_options->hash_mode	0
TOP.69ee46cb.0008023a	user_options->hex_charset	0
TOP.69ee46cb.0008023a	user_options->hex_salt	0
TOP.69ee46cb.0008023a	user_options->hex_wordlist	0
TOP.69ee46cb.0008023a	user_options->hook_threads	12
TOP.69ee46cb.0008023a	user_options->identify	0
TOP.69ee46cb.0008023a	user_options->increment	0
TOP.69ee46cb.0008023a	user_options->increment_max	256
TOP.69ee46cb.0008023a	user_options->increment_min	1
TOP.69ee46cb.0008023a	user_options->keep_guessing	0
TOP.69ee46cb.0008023a	user_options->kernel_accel	0
TOP.69ee46cb.0008023a	user_options->kernel_loops	0
TOP.69ee46cb.0008023a	user_options->kernel_threads	0
TOP.69ee46cb.0008023a	user_options->keyspace	0
TOP.69ee46cb.0008023a	user_options->total_candidates	0
TOP.69ee46cb.0008023a	user_options->left	0
TOP.69ee46cb.0008023a	user_options->logfile	1
TOP.69ee46cb.0008023a	user_options->loopback	0
TOP.69ee46cb.0008023a	user_options->machine_readable	0
TOP.69ee46cb.0008023a	user_options->markov_classic	0
TOP.69ee46cb.0008023a	user_options->markov	1
TOP.69ee46cb.0008023a	user_options->markov_inverse	0
TOP.69ee46cb.0008023a	user_options->markov_threshold	256
TOP.69ee46cb.0008023a	user_options->metal_compiler_runtime	120
TOP.69ee46cb.0008023a	user_options->multiply_accel	1
TOP.69ee46cb.0008023a	user_options->backend_info	0
TOP.69ee46cb.0008023a	user_options->backend_vector_width	0
TOP.69ee46cb.0008023a	user_options->optimized_kernel	0
TOP.69ee46cb.0008023a	user_options->outfile_autohex	1
TOP.69ee46cb.0008023a	user_options->outfile_check_timer	5
TOP.69ee46cb.0008023a	user_options->outfile_format	2
TOP.69ee46cb.0008023a	user_options->outfile_json	0
TOP.69ee46cb.0008023a	user_options->wordlist_autohex	1
TOP.69ee46cb.0008023a	user_options->potfile	1
TOP.69ee46cb.0008023a	user_options->progress_only	0
TOP.69ee46cb.0008023a	user_options->quiet	0
TOP.69ee46cb.0008023a	user_options->remove	0
TOP.69ee46cb.0008023a	user_options->remove_timer	60
TOP.69ee46cb.0008023a	user_options->restore	0
TOP.69ee46cb.0008023a	user_options->restore_enable	1
TOP.69ee46cb.0008023a	user_options->restore_timer	1
TOP.69ee46cb.0008023a	user_options->rp_files_cnt	0
TOP.69ee46cb.0008023a	user_options->rp_gen	0
TOP.69ee46cb.0008023a	user_options->rp_gen_func_max	4
TOP.69ee46cb.0008023a	user_options->rp_gen_func_min	1
TOP.69ee46cb.0008023a	user_options->rp_gen_seed	0
TOP.69ee46cb.0008023a	user_options->runtime	0
TOP.69ee46cb.0008023a	user_options->scrypt_tmto	0
TOP.69ee46cb.0008023a	user_options->segment_size	33554432
TOP.69ee46cb.0008023a	user_options->self_test	1
TOP.69ee46cb.0008023a	user_options->slow_candidates	0
TOP.69ee46cb.0008023a	user_options->show	0
TOP.69ee46cb.0008023a	user_options->speed_only	0
TOP.69ee46cb.0008023a	user_options->spin_damp	0
TOP.69ee46cb.0008023a	user_options->status	0
TOP.69ee46cb.0008023a	user_options->status_json	0
TOP.69ee46cb.0008023a	user_options->status_timer	10
TOP.69ee46cb.0008023a	user_options->stdout_flag	0
TOP.69ee46cb.0008023a	user_options->usage	0
TOP.69ee46cb.0008023a	user_options->username	0
TOP.69ee46cb.0008023a	user_options->veracrypt_pim_start	485
TOP.69ee46cb.0008023a	user_options->veracrypt_pim_stop	485
TOP.69ee46cb.0008023a	user_options->version	0
TOP.69ee46cb.0008023a	user_options->workload_profile	2
TOP.69ee46cb.0008023a	user_options->brain_client	0
TOP.69ee46cb.0008023a	user_options->brain_client_features	2
TOP.69ee46cb.0008023a	user_options->brain_server	0
TOP.69ee46cb.0008023a	user_options->brain_server_timer	300
TOP.69ee46cb.0008023a	user_options->brain_port	6863
TOP.69ee46cb.0008023a	user_options->brain_session	0
TOP.69ee46cb.0008023a	proc_start	1777223371
TOP.69ee46cb.0008023a	proc_stop	1777223374
TOP.69ee46cb.0008023a	STOP
TOP.69ee4d64.000224de	START
TOP.69ee4d64.000224de	folder_config->cwd	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\tools\hashcat
TOP.69ee4d64.000224de	folder_config->install_dir	.
TOP.69ee4d64.000224de	folder_config->profile_dir	.
TOP.69ee4d64.000224de	folder_config->session_dir	.
TOP.69ee4d64.000224de	folder_config->shared_dir	.
TOP.69ee4d64.000224de	user_options->encoding_from	utf-8
TOP.69ee4d64.000224de	user_options->encoding_to	utf-8
TOP.69ee4d64.000224de	user_options->outfile	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\reports\hashcat_output\cracked_20260426_230739.txt
TOP.69ee4d64.000224de	user_options->rule_buf_l	:
TOP.69ee4d64.000224de	user_options->rule_buf_r	:
TOP.69ee4d64.000224de	user_options->session	hashcat
TOP.69ee4d64.000224de	user_options->separator	:
TOP.69ee4d64.000224de	user_options->limit	0
TOP.69ee4d64.000224de	user_options->skip	0
TOP.69ee4d64.000224de	user_options->attack_mode	0
TOP.69ee4d64.000224de	user_options->backend_devices_virtmulti	1
TOP.69ee4d64.000224de	user_options->backend_devices_virthost	1
TOP.69ee4d64.000224de	user_options->backend_devices_keepfree	0
TOP.69ee4d64.000224de	user_options->benchmark	0
TOP.69ee4d64.000224de	user_options->benchmark_all	0
TOP.69ee4d64.000224de	user_options->benchmark_max	99999
TOP.69ee4d64.000224de	user_options->benchmark_min	0
TOP.69ee4d64.000224de	user_options->bitmap_max	18
TOP.69ee4d64.000224de	user_options->bitmap_min	16
TOP.69ee4d64.000224de	user_options->debug_mode	0
TOP.69ee4d64.000224de	user_options->dynamic_x	0
TOP.69ee4d64.000224de	user_options->hash_info	0
TOP.69ee4d64.000224de	user_options->force	1
TOP.69ee4d64.000224de	user_options->hwmon	1
TOP.69ee4d64.000224de	user_options->hwmon_temp_abort	90
TOP.69ee4d64.000224de	user_options->hash_mode	0
TOP.69ee4d64.000224de	user_options->hex_charset	0
TOP.69ee4d64.000224de	user_options->hex_salt	0
TOP.69ee4d64.000224de	user_options->hex_wordlist	0
TOP.69ee4d64.000224de	user_options->hook_threads	12
TOP.69ee4d64.000224de	user_options->identify	0
TOP.69ee4d64.000224de	user_options->increment	0
TOP.69ee4d64.000224de	user_options->increment_max	256
TOP.69ee4d64.000224de	user_options->increment_min	1
TOP.69ee4d64.000224de	user_options->keep_guessing	0
TOP.69ee4d64.000224de	user_options->kernel_accel	0
TOP.69ee4d64.000224de	user_options->kernel_loops	0
TOP.69ee4d64.000224de	user_options->kernel_threads	0
TOP.69ee4d64.000224de	user_options->keyspace	0
TOP.69ee4d64.000224de	user_options->total_candidates	0
TOP.69ee4d64.000224de	user_options->left	0
TOP.69ee4d64.000224de	user_options->logfile	1
TOP.69ee4d64.000224de	user_options->loopback	0
TOP.69ee4d64.000224de	user_options->machine_readable	0
TOP.69ee4d64.000224de	user_options->markov_classic	0
TOP.69ee4d64.000224de	user_options->markov	1
TOP.69ee4d64.000224de	user_options->markov_inverse	0
TOP.69ee4d64.000224de	user_options->markov_threshold	256
TOP.69ee4d64.000224de	user_options->metal_compiler_runtime	120
TOP.69ee4d64.000224de	user_options->multiply_accel	1
TOP.69ee4d64.000224de	user_options->backend_info	0
TOP.69ee4d64.000224de	user_options->backend_vector_width	0
TOP.69ee4d64.000224de	user_options->optimized_kernel	0
TOP.69ee4d64.000224de	user_options->outfile_autohex	1
TOP.69ee4d64.000224de	user_options->outfile_check_timer	5
TOP.69ee4d64.000224de	user_options->outfile_format	2
TOP.69ee4d64.000224de	user_options->outfile_json	0
TOP.69ee4d64.000224de	user_options->wordlist_autohex	1
TOP.69ee4d64.000224de	user_options->potfile	1
TOP.69ee4d64.000224de	user_options->progress_only	0
TOP.69ee4d64.000224de	user_options->quiet	0
TOP.69ee4d64.000224de	user_options->remove	0
TOP.69ee4d64.000224de	user_options->remove_timer	60
TOP.69ee4d64.000224de	user_options->restore	0
TOP.69ee4d64.000224de	user_options->restore_enable	1
TOP.69ee4d64.000224de	user_options->restore_timer	1
TOP.69ee4d64.000224de	user_options->rp_files_cnt	0
TOP.69ee4d64.000224de	user_options->rp_gen	0
TOP.69ee4d64.000224de	user_options->rp_gen_func_max	4
TOP.69ee4d64.000224de	user_options->rp_gen_func_min	1
TOP.69ee4d64.000224de	user_options->rp_gen_seed	0
TOP.69ee4d64.000224de	user_options->runtime	0
TOP.69ee4d64.000224de	user_options->scrypt_tmto	0
TOP.69ee4d64.000224de	user_options->segment_size	33554432
TOP.69ee4d64.000224de	user_options->self_test	1
TOP.69ee4d64.000224de	user_options->slow_candidates	0
TOP.69ee4d64.000224de	user_options->show	0
TOP.69ee4d64.000224de	user_options->speed_only	0
TOP.69ee4d64.000224de	user_options->spin_damp	0
TOP.69ee4d64.000224de	user_options->status	0
TOP.69ee4d64.000224de	user_options->status_json	0
TOP.69ee4d64.000224de	user_options->status_timer	10
TOP.69ee4d64.000224de	user_options->stdout_flag	0
TOP.69ee4d64.000224de	user_options->usage	0
TOP.69ee4d64.000224de	user_options->username	0
TOP.69ee4d64.000224de	user_options->veracrypt_pim_start	485
TOP.69ee4d64.000224de	user_options->veracrypt_pim_stop	485
TOP.69ee4d64.000224de	user_options->version	0
TOP.69ee4d64.000224de	user_options->workload_profile	2
TOP.69ee4d64.000224de	user_options->brain_client	0
TOP.69ee4d64.000224de	user_options->brain_client_features	2
TOP.69ee4d64.000224de	user_options->brain_server	0
TOP.69ee4d64.000224de	user_options->brain_server_timer	300
TOP.69ee4d64.000224de	user_options->brain_port	6863
TOP.69ee4d64.000224de	user_options->brain_session	0
TOP.69ee4d64.000224de	proc_start	1777225060
TOP.69ee4d64.000224de	proc_stop	1777225062
TOP.69ee4d64.000224de	STOP
TOP.69ee4f26.0005e5ec	START
TOP.69ee4f26.0005e5ec	folder_config->cwd	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\tools\hashcat
TOP.69ee4f26.0005e5ec	folder_config->install_dir	.
TOP.69ee4f26.0005e5ec	folder_config->profile_dir	.
TOP.69ee4f26.0005e5ec	folder_config->session_dir	.
TOP.69ee4f26.0005e5ec	folder_config->shared_dir	.
TOP.69ee4f26.0005e5ec	user_options->encoding_from	utf-8
TOP.69ee4f26.0005e5ec	user_options->encoding_to	utf-8
TOP.69ee4f26.0005e5ec	user_options->outfile	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\reports\hashcat_output\cracked_20260426_231509.txt
TOP.69ee4f26.0005e5ec	user_options->rule_buf_l	:
TOP.69ee4f26.0005e5ec	user_options->rule_buf_r	:
TOP.69ee4f26.0005e5ec	user_options->session	hashcat
TOP.69ee4f26.0005e5ec	user_options->separator	:
TOP.69ee4f26.0005e5ec	user_options->limit	0
TOP.69ee4f26.0005e5ec	user_options->skip	0
TOP.69ee4f26.0005e5ec	user_options->attack_mode	0
TOP.69ee4f26.0005e5ec	user_options->backend_devices_virtmulti	1
TOP.69ee4f26.0005e5ec	user_options->backend_devices_virthost	1
TOP.69ee4f26.0005e5ec	user_options->backend_devices_keepfree	0
TOP.69ee4f26.0005e5ec	user_options->benchmark	0
TOP.69ee4f26.0005e5ec	user_options->benchmark_all	0
TOP.69ee4f26.0005e5ec	user_options->benchmark_max	99999
TOP.69ee4f26.0005e5ec	user_options->benchmark_min	0
TOP.69ee4f26.0005e5ec	user_options->bitmap_max	18
TOP.69ee4f26.0005e5ec	user_options->bitmap_min	16
TOP.69ee4f26.0005e5ec	user_options->debug_mode	0
TOP.69ee4f26.0005e5ec	user_options->dynamic_x	0
TOP.69ee4f26.0005e5ec	user_options->hash_info	0
TOP.69ee4f26.0005e5ec	user_options->force	1
TOP.69ee4f26.0005e5ec	user_options->hwmon	1
TOP.69ee4f26.0005e5ec	user_options->hwmon_temp_abort	90
TOP.69ee4f26.0005e5ec	user_options->hash_mode	0
TOP.69ee4f26.0005e5ec	user_options->hex_charset	0
TOP.69ee4f26.0005e5ec	user_options->hex_salt	0
TOP.69ee4f26.0005e5ec	user_options->hex_wordlist	0
TOP.69ee4f26.0005e5ec	user_options->hook_threads	12
TOP.69ee4f26.0005e5ec	user_options->identify	0
TOP.69ee4f26.0005e5ec	user_options->increment	0
TOP.69ee4f26.0005e5ec	user_options->increment_max	256
TOP.69ee4f26.0005e5ec	user_options->increment_min	1
TOP.69ee4f26.0005e5ec	user_options->keep_guessing	0
TOP.69ee4f26.0005e5ec	user_options->kernel_accel	0
TOP.69ee4f26.0005e5ec	user_options->kernel_loops	0
TOP.69ee4f26.0005e5ec	user_options->kernel_threads	0
TOP.69ee4f26.0005e5ec	user_options->keyspace	0
TOP.69ee4f26.0005e5ec	user_options->total_candidates	0
TOP.69ee4f26.0005e5ec	user_options->left	0
TOP.69ee4f26.0005e5ec	user_options->logfile	1
TOP.69ee4f26.0005e5ec	user_options->loopback	0
TOP.69ee4f26.0005e5ec	user_options->machine_readable	0
TOP.69ee4f26.0005e5ec	user_options->markov_classic	0
TOP.69ee4f26.0005e5ec	user_options->markov	1
TOP.69ee4f26.0005e5ec	user_options->markov_inverse	0
TOP.69ee4f26.0005e5ec	user_options->markov_threshold	256
TOP.69ee4f26.0005e5ec	user_options->metal_compiler_runtime	120
TOP.69ee4f26.0005e5ec	user_options->multiply_accel	1
TOP.69ee4f26.0005e5ec	user_options->backend_info	0
TOP.69ee4f26.0005e5ec	user_options->backend_vector_width	0
TOP.69ee4f26.0005e5ec	user_options->optimized_kernel	0
TOP.69ee4f26.0005e5ec	user_options->outfile_autohex	1
TOP.69ee4f26.0005e5ec	user_options->outfile_check_timer	5
TOP.69ee4f26.0005e5ec	user_options->outfile_format	2
TOP.69ee4f26.0005e5ec	user_options->outfile_json	0
TOP.69ee4f26.0005e5ec	user_options->wordlist_autohex	1
TOP.69ee4f26.0005e5ec	user_options->potfile	1
TOP.69ee4f26.0005e5ec	user_options->progress_only	0
TOP.69ee4f26.0005e5ec	user_options->quiet	0
TOP.69ee4f26.0005e5ec	user_options->remove	0
TOP.69ee4f26.0005e5ec	user_options->remove_timer	60
TOP.69ee4f26.0005e5ec	user_options->restore	0
TOP.69ee4f26.0005e5ec	user_options->restore_enable	1
TOP.69ee4f26.0005e5ec	user_options->restore_timer	1
TOP.69ee4f26.0005e5ec	user_options->rp_files_cnt	0
TOP.69ee4f26.0005e5ec	user_options->rp_gen	0
TOP.69ee4f26.0005e5ec	user_options->rp_gen_func_max	4
TOP.69ee4f26.0005e5ec	user_options->rp_gen_func_min	1
TOP.69ee4f26.0005e5ec	user_options->rp_gen_seed	0
TOP.69ee4f26.0005e5ec	user_options->runtime	0
TOP.69ee4f26.0005e5ec	user_options->scrypt_tmto	0
TOP.69ee4f26.0005e5ec	user_options->segment_size	33554432
TOP.69ee4f26.0005e5ec	user_options->self_test	1
TOP.69ee4f26.0005e5ec	user_options->slow_candidates	0
TOP.69ee4f26.0005e5ec	user_options->show	0
TOP.69ee4f26.0005e5ec	user_options->speed_only	0
TOP.69ee4f26.0005e5ec	user_options->spin_damp	0
TOP.69ee4f26.0005e5ec	user_options->status	0
TOP.69ee4f26.0005e5ec	user_options->status_json	0
TOP.69ee4f26.0005e5ec	user_options->status_timer	10
TOP.69ee4f26.0005e5ec	user_options->stdout_flag	0
TOP.69ee4f26.0005e5ec	user_options->usage	0
TOP.69ee4f26.0005e5ec	user_options->username	0
TOP.69ee4f26.0005e5ec	user_options->veracrypt_pim_start	485
TOP.69ee4f26.0005e5ec	user_options->veracrypt_pim_stop	485
TOP.69ee4f26.0005e5ec	user_options->version	0
TOP.69ee4f26.0005e5ec	user_options->workload_profile	2
TOP.69ee4f26.0005e5ec	user_options->brain_client	0
TOP.69ee4f26.0005e5ec	user_options->brain_client_features	2
TOP.69ee4f26.0005e5ec	user_options->brain_server	0
TOP.69ee4f26.0005e5ec	user_options->brain_server_timer	300
TOP.69ee4f26.0005e5ec	user_options->brain_port	6863
TOP.69ee4f26.0005e5ec	user_options->brain_session	0
TOP.69ee4f26.0005e5ec	proc_start	1777225510
TOP.69ee4f26.0005e5ec	proc_stop	1777225512
TOP.69ee4f26.0005e5ec	STOP
TOP.69ee5561.0002adf0	START
TOP.69ee5561.0002adf0	folder_config->cwd	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\tools\hashcat
TOP.69ee5561.0002adf0	folder_config->install_dir	.
TOP.69ee5561.0002adf0	folder_config->profile_dir	.
TOP.69ee5561.0002adf0	folder_config->session_dir	.
TOP.69ee5561.0002adf0	folder_config->shared_dir	.
TOP.69ee5561.0002adf0	user_options->encoding_from	utf-8
TOP.69ee5561.0002adf0	user_options->encoding_to	utf-8
TOP.69ee5561.0002adf0	user_options->outfile	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\reports\hashcat_output\cracked_20260426_234144.txt
TOP.69ee5561.0002adf0	user_options->rule_buf_l	:
TOP.69ee5561.0002adf0	user_options->rule_buf_r	:
TOP.69ee5561.0002adf0	user_options->session	hashcat
TOP.69ee5561.0002adf0	user_options->separator	:
TOP.69ee5561.0002adf0	user_options->limit	0
TOP.69ee5561.0002adf0	user_options->skip	0
TOP.69ee5561.0002adf0	user_options->attack_mode	0
TOP.69ee5561.0002adf0	user_options->backend_devices_virtmulti	1
TOP.69ee5561.0002adf0	user_options->backend_devices_virthost	1
TOP.69ee5561.0002adf0	user_options->backend_devices_keepfree	0
TOP.69ee5561.0002adf0	user_options->benchmark	0
TOP.69ee5561.0002adf0	user_options->benchmark_all	0
TOP.69ee5561.0002adf0	user_options->benchmark_max	99999
TOP.69ee5561.0002adf0	user_options->benchmark_min	0
TOP.69ee5561.0002adf0	user_options->bitmap_max	18
TOP.69ee5561.0002adf0	user_options->bitmap_min	16
TOP.69ee5561.0002adf0	user_options->debug_mode	0
TOP.69ee5561.0002adf0	user_options->dynamic_x	0
TOP.69ee5561.0002adf0	user_options->hash_info	0
TOP.69ee5561.0002adf0	user_options->force	1
TOP.69ee5561.0002adf0	user_options->hwmon	1
TOP.69ee5561.0002adf0	user_options->hwmon_temp_abort	90
TOP.69ee5561.0002adf0	user_options->hash_mode	0
TOP.69ee5561.0002adf0	user_options->hex_charset	0
TOP.69ee5561.0002adf0	user_options->hex_salt	0
TOP.69ee5561.0002adf0	user_options->hex_wordlist	0
TOP.69ee5561.0002adf0	user_options->hook_threads	12
TOP.69ee5561.0002adf0	user_options->identify	0
TOP.69ee5561.0002adf0	user_options->increment	0
TOP.69ee5561.0002adf0	user_options->increment_max	256
TOP.69ee5561.0002adf0	user_options->increment_min	1
TOP.69ee5561.0002adf0	user_options->keep_guessing	0
TOP.69ee5561.0002adf0	user_options->kernel_accel	0
TOP.69ee5561.0002adf0	user_options->kernel_loops	0
TOP.69ee5561.0002adf0	user_options->kernel_threads	0
TOP.69ee5561.0002adf0	user_options->keyspace	0
TOP.69ee5561.0002adf0	user_options->total_candidates	0
TOP.69ee5561.0002adf0	user_options->left	0
TOP.69ee5561.0002adf0	user_options->logfile	1
TOP.69ee5561.0002adf0	user_options->loopback	0
TOP.69ee5561.0002adf0	user_options->machine_readable	0
TOP.69ee5561.0002adf0	user_options->markov_classic	0
TOP.69ee5561.0002adf0	user_options->markov	1
TOP.69ee5561.0002adf0	user_options->markov_inverse	0
TOP.69ee5561.0002adf0	user_options->markov_threshold	256
TOP.69ee5561.0002adf0	user_options->metal_compiler_runtime	120
TOP.69ee5561.0002adf0	user_options->multiply_accel	1
TOP.69ee5561.0002adf0	user_options->backend_info	0
TOP.69ee5561.0002adf0	user_options->backend_vector_width	0
TOP.69ee5561.0002adf0	user_options->optimized_kernel	0
TOP.69ee5561.0002adf0	user_options->outfile_autohex	1
TOP.69ee5561.0002adf0	user_options->outfile_check_timer	5
TOP.69ee5561.0002adf0	user_options->outfile_format	2
TOP.69ee5561.0002adf0	user_options->outfile_json	0
TOP.69ee5561.0002adf0	user_options->wordlist_autohex	1
TOP.69ee5561.0002adf0	user_options->potfile	1
TOP.69ee5561.0002adf0	user_options->progress_only	0
TOP.69ee5561.0002adf0	user_options->quiet	0
TOP.69ee5561.0002adf0	user_options->remove	0
TOP.69ee5561.0002adf0	user_options->remove_timer	60
TOP.69ee5561.0002adf0	user_options->restore	0
TOP.69ee5561.0002adf0	user_options->restore_enable	1
TOP.69ee5561.0002adf0	user_options->restore_timer	1
TOP.69ee5561.0002adf0	user_options->rp_files_cnt	0
TOP.69ee5561.0002adf0	user_options->rp_gen	0
TOP.69ee5561.0002adf0	user_options->rp_gen_func_max	4
TOP.69ee5561.0002adf0	user_options->rp_gen_func_min	1
TOP.69ee5561.0002adf0	user_options->rp_gen_seed	0
TOP.69ee5561.0002adf0	user_options->runtime	0
TOP.69ee5561.0002adf0	user_options->scrypt_tmto	0
TOP.69ee5561.0002adf0	user_options->segment_size	33554432
TOP.69ee5561.0002adf0	user_options->self_test	1
TOP.69ee5561.0002adf0	user_options->slow_candidates	0
TOP.69ee5561.0002adf0	user_options->show	0
TOP.69ee5561.0002adf0	user_options->speed_only	0
TOP.69ee5561.0002adf0	user_options->spin_damp	0
TOP.69ee5561.0002adf0	user_options->status	0
TOP.69ee5561.0002adf0	user_options->status_json	0
TOP.69ee5561.0002adf0	user_options->status_timer	10
TOP.69ee5561.0002adf0	user_options->stdout_flag	0
TOP.69ee5561.0002adf0	user_options->usage	0
TOP.69ee5561.0002adf0	user_options->username	0
TOP.69ee5561.0002adf0	user_options->veracrypt_pim_start	485
TOP.69ee5561.0002adf0	user_options->veracrypt_pim_stop	485
TOP.69ee5561.0002adf0	user_options->version	0
TOP.69ee5561.0002adf0	user_options->workload_profile	2
TOP.69ee5561.0002adf0	user_options->brain_client	0
TOP.69ee5561.0002adf0	user_options->brain_client_features	2
TOP.69ee5561.0002adf0	user_options->brain_server	0
TOP.69ee5561.0002adf0	user_options->brain_server_timer	300
TOP.69ee5561.0002adf0	user_options->brain_port	6863
TOP.69ee5561.0002adf0	user_options->brain_session	0
TOP.69ee5561.0002adf0	proc_start	1777227105
TOP.69ee5561.0002adf0	proc_stop	1777227107
TOP.69ee5561.0002adf0	STOP
TOP.69ee5726.000f1bce	START
TOP.69ee5726.000f1bce	folder_config->cwd	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\tools\hashcat
TOP.69ee5726.000f1bce	folder_config->install_dir	.
TOP.69ee5726.000f1bce	folder_config->profile_dir	.
TOP.69ee5726.000f1bce	folder_config->session_dir	.
TOP.69ee5726.000f1bce	folder_config->shared_dir	.
TOP.69ee5726.000f1bce	user_options->encoding_from	utf-8
TOP.69ee5726.000f1bce	user_options->encoding_to	utf-8
TOP.69ee5726.000f1bce	user_options->outfile	C:\Users\Lenovo\Desktop\Mini Project\Penetration-Testing-Framework-API\reports\hashcat_output\cracked_20260426_234918.txt
TOP.69ee5726.000f1bce	user_options->rule_buf_l	:
TOP.69ee5726.000f1bce	user_options->rule_buf_r	:
TOP.69ee5726.000f1bce	user_options->session	hashcat
TOP.69ee5726.000f1bce	user_options->separator	:
TOP.69ee5726.000f1bce	user_options->limit	0
TOP.69ee5726.000f1bce	user_options->skip	0
TOP.69ee5726.000f1bce	user_options->attack_mode	3
TOP.69ee5726.000f1bce	user_options->backend_devices_virtmulti	1
TOP.69ee5726.000f1bce	user_options->backend_devices_virthost	1
TOP.69ee5726.000f1bce	user_options->backend_devices_keepfree	0
TOP.69ee5726.000f1bce	user_options->benchmark	0
TOP.69ee5726.000f1bce	user_options->benchmark_all	0
TOP.69ee5726.000f1bce	user_options->benchmark_max	99999
TOP.69ee5726.000f1bce	user_options->benchmark_min	0
TOP.69ee5726.000f1bce	user_options->bitmap_max	18
TOP.69ee5726.000f1bce	user_options->bitmap_min	16
TOP.69ee5726.000f1bce	user_options->debug_mode	0
TOP.69ee5726.000f1bce	user_options->dynamic_x	0
TOP.69ee5726.000f1bce	user_options->hash_info	0
TOP.69ee5726.000f1bce	user_options->force	1
TOP.69ee5726.000f1bce	user_options->hwmon	1
TOP.69ee5726.000f1bce	user_options->hwmon_temp_abort	90
TOP.69ee5726.000f1bce	user_options->hash_mode	0
TOP.69ee5726.000f1bce	user_options->hex_charset	0
TOP.69ee5726.000f1bce	user_options->hex_salt	0
TOP.69ee5726.000f1bce	user_options->hex_wordlist	0
TOP.69ee5726.000f1bce	user_options->hook_threads	12
TOP.69ee5726.000f1bce	user_options->identify	0
TOP.69ee5726.000f1bce	user_options->increment	0
TOP.69ee5726.000f1bce	user_options->increment_max	256
TOP.69ee5726.000f1bce	user_options->increment_min	1
TOP.69ee5726.000f1bce	user_options->keep_guessing	0
TOP.69ee5726.000f1bce	user_options->kernel_accel	0
TOP.69ee5726.000f1bce	user_options->kernel_loops	0
TOP.69ee5726.000f1bce	user_options->kernel_threads	0
TOP.69ee5726.000f1bce	user_options->keyspace	0
TOP.69ee5726.000f1bce	user_options->total_candidates	0
TOP.69ee5726.000f1bce	user_options->left	0
